title,description,genre,type,poster_url,predicted_emotions,tone_tags
Mako Mermaids: An H2O Adventure,"This ""H2O"" sequel follows Zac, a boy who accidentally turns into a merman and threatens the existence of three young mermaids who guard Mako Island.","Kids' TV, TV Comedies",TV Show,https://image.tmdb.org/t/p/w500/9auRrJCBsjREx57wU8lBwLRafO9.jpg,['neutral'],[]
I'm No Longer Here,"A terrible misunderstanding with a local gang sends 17-year-old Ulises, leader of a group hooked on cumbia music, across the border to save his life.","Dramas, Independent Movies, International Movies",Movie,https://image.tmdb.org/t/p/w500/AtfK71xkVaaHTZwU5mgfDgBqg9Y.jpg,"['caring', 'sadness']","['Bittersweet', 'Wholesome', 'Melancholic']"
Hannah Gadsby: Douglas,"Hannah Gadsby returns for her second special and digs deep into the complexities of popularity, identity and her most unusual dog park encounter.",Stand-Up Comedy,Movie,https://image.tmdb.org/t/p/w500/e2xu56AHJBSZv8ZZ9XgJqe9WgOe.jpg,['neutral'],[]
Ne Zha,"Bound by a divine mandate, rebellious outcast Ne Zha grapples with his formidable powers and a destiny that would imperil his loved ones.","Action & Adventure, Comedies, International Movies",Movie,https://image.tmdb.org/t/p/w500/5lUmWTGkEcYnXujixXn31o9q2T0.jpg,['neutral'],[]
Supergirl,"To avert a disaster, Kara Danvers reveals her powers and true identity: She is Superman's cousin, now known as Supergirl, protector of National City.","TV Action & Adventure, TV Sci-Fi & Fantasy",TV Show,https://image.tmdb.org/t/p/w500/cFO65xb0xiXKqk5BmgHawCXB1i0.jpg,['neutral'],[]
Uncut Gems,"With his debts mounting and angry collectors closing in, a fast-talking New York City jeweler risks everything in hopes of staying afloat and alive.","Dramas, Thrillers",Movie,https://image.tmdb.org/t/p/w500/6XN1vxHc7kUSqNWtaQKN45J5x2v.jpg,['neutral'],[]
Betaal,"Hired to displace tribal villagers to make way for a new highway, officials unearth an old curse and an army of British soldier-zombies.","International TV Shows, TV Action & Adventure, TV Horror",TV Show,https://image.tmdb.org/t/p/w500/87nmt1R1W34fNOb31fvDnw15fUa.jpg,['neutral'],[]
Dynasty,The Carringtons and the Colbys feud for control over their fortune â and their children â in this updated reboot of the classic prime-time soap.,TV Dramas,TV Show,https://image.tmdb.org/t/p/w500/bKBTf22IDwD39GbpQ6clYQ2WCtA.jpg,['neutral'],[]
One Day We'll Talk About Today,"Harboring a deep secret, a seemingly happy family confronts the trauma of years past as a clash between generations threatens to separate them.","Dramas, International Movies",Movie,https://image.tmdb.org/t/p/w500/qT7jkaifkm8vnMQhHbZcGaQWiL8.jpg,[],[]
Si Doel the Movie 3,"Torn between reuniting with one family and leaving another behind, Doel must choose between the two women he loves.","Dramas, International Movies, Music & Musicals",Movie,https://image.tmdb.org/t/p/w500/u83rPC8nQQ1QtELfAqw3OR1ccLs.jpg,['neutral'],[]
History 101,"Infographics and archival footage deliver bite-size history lessons on scientific breakthroughs, social movements and world-changing discoveries.","British TV Shows, Docuseries, International TV Shows",TV Show,https://image.tmdb.org/t/p/w500/3wY1EwinwrtpNZCwFmpDHZ5ISaK.jpg,['neutral'],[]
Living in Bondage: Breaking Free,"Mentored by an enigmatic tycoon, an ambitious young man faces a crisis when his rise in power draws him deep into the occult.","Horror Movies, International Movies, Thrillers",Movie,https://image.tmdb.org/t/p/w500/8r4t7UW2ZlivGkytgEBy5idkAmV.jpg,['neutral'],[]
Modest Heroes: Ponoc Short Films Theatre,Two underwater siblings surviving on their own. A boy with a serious egg allergy. A man invisible to the rest of society. Three short animated tales.,"Anime Features, Children & Family Movies",Movie,https://image.tmdb.org/t/p/w500/5jURYLaG6BX0klRHsiHc3pzOlOm.jpg,['neutral'],[]
The Lovebirds,"When a couple in the fast lane to splitsville accidentally careens into a murder, they take off on a wild race to find the killer and clear their names.","Action & Adventure, Comedies, Romantic Movies",Movie,https://image.tmdb.org/t/p/w500/5jdLnvALCpK1NkeQU1z4YvOe2dZ.jpg,['neutral'],[]
Trailer Park Boys: The Animated Series,"Nova Scotiaâs favorite miscreants have always been super sketchy. Now, carrying on from the Season 12 finale, the boys have become complete cartoons.",TV Comedies,TV Show,https://image.tmdb.org/t/p/w500/ncJAzlVu44RN9ZWWsxI5SCFuOP3.jpg,['admiration'],[]
#FriendButMarried,"Pining for his high school crush for years, a young man puts up his best efforts to move out of the friend zone until she reveals she's getting married.","Dramas, International Movies, Romantic Movies",Movie,https://image.tmdb.org/t/p/w500/splV83B3CqMCbHUunoyaUoRUM60.jpg,['neutral'],[]
Bye Bye London,"In this satirical play, a wealthy Kuwaiti businessman travels to London for pleasure and encounters a host of eccentric characters.","Comedies, Dramas, International Movies",Movie,https://image.tmdb.org/t/p/w500/ftG8EnE9fzDl8lEcfxM68AB3u5M.jpg,['neutral'],[]
Fifty Year Old Teenager,The life of a married 50-year-old doctor turns topsy-turvy when he falls in love with a younger woman and begins to act like a teenager.,"Comedies, International Movies",Movie,https://image.tmdb.org/t/p/w500/yRs2wGgoaehsLcJjar44o8yKHSL.jpg,['neutral'],[]
Lock Your Girls In,A widower believes he must marry off his three problematic daughters before he can pursue his real goal of marrying his secret love.,"Comedies, International Movies, Romantic Movies",Movie,https://image.tmdb.org/t/p/w500/pOMEOuVflJw9w9Bv19eINMYwFuN.jpg,['neutral'],[]
Mujeres arriba,"A trio of best friends â a carefree bachelorette, a passionate mom and a perfectionist girlfriend â try to spice up their sex lives with their partners.","Comedies, International Movies, Romantic Movies",Movie,https://image.tmdb.org/t/p/w500/bU4MyobpxpLXJr2IYEEWnGSZZPt.jpg,['neutral'],[]
Mystic Pop-up Bar,A young man with a unique ability begins working for a centuries-old bar owner who resolves her customers' emotional troubles by entering their dreams.,"International TV Shows, Korean TV Shows, TV Comedies",TV Show,https://image.tmdb.org/t/p/w500/ol3UYd3EfHmz5jz777jpAPwGxwp.jpg,['neutral'],[]
No Longer kids,"Hoping to prevent their father from skipping town with his mistress, four rowdy siblings resort to absurd measures to stop him.","Comedies, Dramas, International Movies",Movie,https://image.tmdb.org/t/p/w500/hUX45pVeOjNS1VNs0NlHCBZBOZJ.jpg,['optimism'],"['Uplifting', 'Redemptive']"
Raya and Sakina,"When robberies and murders targeting women sweep early 20th-century Egypt, the hunt for suspects leads to two shadowy sisters. Based on a true story.","Comedies, Dramas, International Movies",Movie,https://image.tmdb.org/t/p/w500/s4MGaEtvn673iwynWoemkT0T11J.jpg,['neutral'],[]
Sayed the Servant,"While running from the law, Sayed begins to work as a house servant to a wealthy family, whose divorced daughter enlists his help in a marriage scheme.","Comedies, International Movies",Movie,https://image.tmdb.org/t/p/w500/dABgWaGxYdYitBvRMzE0hKzn9UI.jpg,['neutral'],[]
The Married Couples,"Hailing from different classes, a young man and his wife try to find their version of happily married when both yearn to leave their old lives behind.","Comedies, International Movies, Romantic Movies",Movie,https://image.tmdb.org/t/p/w500/qW3c7NUY44wh3Q2iqUrg5SWrfq.jpg,['sadness'],"['Bittersweet', 'Melancholic']"
The School of Mischief,A high school teacher volunteers to transform five notorious misfits into model students â and has unintended results.,"Comedies, Dramas, International Movies",Movie,https://image.tmdb.org/t/p/w500/mRMqgPAHrmQaeu8kZtutZzYDmNd.jpg,['neutral'],[]
The Witness Who Didn't See Anything,"Pressured by cops into testifying as an eyewitness to a neighbor's murder, a children's TV host takes on a new persona after the trial.","Comedies, International Movies",Movie,https://image.tmdb.org/t/p/w500/yGOUukBhzvnMlgJro1BoYraS5yz.jpg,['neutral'],[]
Anchor Baby,A Nigerian couple living in the U.S. face agonizing fallout when they defy deportation orders with the hopes of giving their unborn child citizenship.,"Dramas, International Movies",Movie,https://image.tmdb.org/t/p/w500/rF8EiIWR5hldyJtQfxsdnXIXNNT.jpg,['neutral'],[]
Ben Platt Live from Radio City Music Hall,"Backed by a full band and a ready wit, actor Ben Platt opens up a very personal songbook onstage ânumbers from his debut LP, ""Sing to Me Instead.â",Music & Musicals,Movie,https://image.tmdb.org/t/p/w500/aqH990bzdXwaYgAKrVaX0uKeIFm.jpg,['neutral'],[]
Especial 20 aÃ±os FÃºtbol de Primera,"Revisit the emotional bouts and memorable highlights from the past two decades in this special celebrating esteemed TV show ""FÃºtbol de Primera.""","Docuseries, International TV Shows, Spanish-Language TV Shows",TV Show,,"['admiration', 'neutral']",[]
Honeytrap,"New to London, a naive and desperate teenager tries to fit in but instead becomes tragically implicated in a merciless world of gang violence.","Dramas, Independent Movies",Movie,https://image.tmdb.org/t/p/w500/ApKymKN7Ka3OZ8ML8mPzsM6o0Vm.jpg,['neutral'],[]
I Will Follow,"Devastated after her aunt dies, Maye moves out of the home they shared and copes with her grief, yet finds comfort in the kindness of other mourners.","Dramas, Independent Movies, Romantic Movies",Movie,https://image.tmdb.org/t/p/w500/bAMm9Yc1j9nj0hJHqAdQHJLD7Dq.jpg,['sadness'],"['Bittersweet', 'Melancholic']"
Mutiny of the Worker Bees,"When Omar's grandfather forces him to get a job at a tech company in Mexico City, he meets a quirky ensemble of nine-to-fivers ... and some nemeses.","Comedies, International Movies",Movie,https://image.tmdb.org/t/p/w500/eyaRHEVCE7bFo9c9vKuHlO25rke.jpg,['neutral'],[]
The Queen and the Conqueror,"Years after Spanish conquistador Pedro de Heredia betrayed her people and broke her heart, indigenous woman Catalina reenters his life to get revenge.","International TV Shows, Spanish-Language TV Shows, TV Dramas",TV Show,https://image.tmdb.org/t/p/w500/veB6RjEUxviARFsmHYQWaYXtxog.jpg,['anger'],[]
What Are the Odds?,"When two unlikely friends play hooky from school, accidental encounters and otherworldly events turn their day into a whimsical coming-of-age journey.","Comedies, Dramas, Independent Movies",Movie,https://image.tmdb.org/t/p/w500/bpnIzRyVScu3nd0HsoTTLqZkV2k.jpg,['neutral'],[]
Either Me Or My Auntie,"A musician's marriage proposal to his girlfriend is denied by her mother, whose affinity for magic begins to meddle in their relationship even more.","Comedies, International Movies",Movie,https://image.tmdb.org/t/p/w500/etUDmMO1lobnCG5cqOAu8pJpj5z.jpg,['neutral'],[]
Escaping Tel Aviv,"After her husband reveals he's an undercover Mossad agent, an Egyptian woman and their children are taken to Israel, prompting an urgent rescue mission.","Action & Adventure, International Movies",Movie,https://image.tmdb.org/t/p/w500/zxmbaArDd8zHovKbc8s4Cvqx6y1.jpg,['neutral'],[]
Game Over,A woman ends up working at the same nightclub as her sonâs girlfriend â who she doesnât like â and tries to break up their relationship.,"Comedies, International Movies, Romantic Movies",Movie,https://image.tmdb.org/t/p/w500/f4zsdWRrtr0pVHIAdSVpw7ng9Dq.jpg,['neutral'],[]
Karkar,"After electrocution leaves a wealthy man brain-damaged, his money-hungry aunt and uncle try to con him by marrying him off to a fake relative.","Comedies, International Movies",Movie,https://image.tmdb.org/t/p/w500/rRdZi3MOf54SZtbTjGHtOSFZkWl.jpg,['neutral'],[]
My Sleeping Lover,"After undergoing hypnosis, Ramez finally meets the woman of his dreams â but his vision of her appearance doesn't quite match up with reality.","Comedies, International Movies",Movie,https://image.tmdb.org/t/p/w500/ukCzSiBWSeaw0ur0mGAhcjfObgt.jpg,"['disappointment', 'neutral']",['Bittersweet']
Omar & Salma 2,"Now parents, Omar and Salma hit some obstacles while raising their two children and staying in love after the honeymoon ends.","Comedies, International Movies",Movie,https://image.tmdb.org/t/p/w500/w3T9m6IdrcepbBIwWnCKxqtdvT8.jpg,['realization'],[]
Patton Oswalt: I Love Everything,Turning 50. Finding love again. Buying a house. Experiencing existential dread at Denny's. Life comes at Patton Oswalt fast in this stand-up special.,"Stand-Up Comedy & Talk Shows, TV Comedies",TV Show,https://image.tmdb.org/t/p/w500/dkMkTCIxe94UQlJPORm1OKLiXnk.jpg,['neutral'],[]
Sweet Magnolias,"Lifelong friends Maddie, Helen and Dana Sue lift each other up as they juggle relationships, family and careers in the small, Southern town of Serenity.","Romantic TV Shows, TV Dramas",TV Show,https://image.tmdb.org/t/p/w500/n1WDSFOnCCg3cdHHGBywZtYIzf9.jpg,['neutral'],[]
Tarek's Situation,"Asked by his boss to share a woman's personal information, a mobile phone sales rep falls in love with the target whose data he's stealing.","Comedies, International Movies, Romantic Movies",Movie,https://image.tmdb.org/t/p/w500/twE4XKly7N8KNpTm5nIKsYwPEyX.jpg,['neutral'],[]
The Beach Loafer,"A wedding singer and his friends try to prove his innocence after he's accused of murder, a situation threatening his own marriage plans.","Comedies, International Movies",Movie,https://image.tmdb.org/t/p/w500/qScs2RwHuTfNTILX89ssYiiClCr.jpg,['neutral'],[]
Wadjda,A persistent 10-year-old wishes for a new bicycle so she can beat her friend (a boy) in a race. But it's going to take some ingenuity to get one.,"Dramas, Independent Movies, International Movies",Movie,https://image.tmdb.org/t/p/w500/w4iCIZ1kWSOCt0yELjfUMNAToUF.jpg,['desire'],[]
Zaki Chan,An unqualified young man has his work cut out for him when he is hired as a rich girlâs bodyguard to keep her from the boyfriend her dad disapproves of.,"Comedies, International Movies, Romantic Movies",Movie,https://image.tmdb.org/t/p/w500/8qq6zrQcI6xOgxym0q9VU6uGEUK.jpg,['neutral'],[]
Light in the Dark,A terrifying home invasion shatters a couple's happy family life and brings their marriage to the brink as painful fallout unfolds.,"Dramas, International Movies",Movie,https://image.tmdb.org/t/p/w500/iSjVxIXvHAOszgv9UthDKp7vSSz.jpg,['sadness'],"['Bittersweet', 'Melancholic']"
The Big Flower Fight,"Ten pairs of florists, sculptors and garden designers face off in a friendly floral fight to see who can build the biggest, boldest garden sculptures.","British TV Shows, International TV Shows, Reality TV",TV Show,https://image.tmdb.org/t/p/w500/2ZOi6NYiYECJmpAqIXanzMEiYPH.jpg,['neutral'],[]
Patriot Act with Hasan Minhaj,"Every Sunday, Hasan Minhaj brings an incisive and nuanced perspective to global news, politics and culture in his unique comedy series.","Stand-Up Comedy & Talk Shows, TV Comedies",TV Show,https://image.tmdb.org/t/p/w500/6seg6nQC3r2Cfpa877fRmGSqGiK.jpg,['admiration'],[]
The End,"A wrongly accused man is pursued by a dogged investigator in this action-comedy featuring car chases, dark humor and more than a few vampires.","Action & Adventure, Comedies, International Movies",Movie,https://image.tmdb.org/t/p/w500/xcKDmUKEzysLjJEJTjonNoMraht.jpg,['neutral'],[]
Boys Over Flowers,Unassuming high school girl Jan-di stands up to â and eventually falls for â a spoiled rich kid who belongs to the school's most powerful clique.,"International TV Shows, Korean TV Shows, Romantic TV Shows",TV Show,https://image.tmdb.org/t/p/w500/9Wup52WspaRW0CcR7yNGyyXM4Ef.jpg,['neutral'],[]
