title,type,genre,tags,mood_tag,mood_tag_standard,source
Hi Score Girl,TV Show,"Anime Series, International TV Shows, Romantic TV Shows","A chronic gamer abysmally inept in academics and sports finally meets his match at his usual shady arcade â and itâs his rich classmate, Akira.",sadness,Sad,Netflix
The Circle France,TV Show,"International TV Shows, Reality TV","Status and strategy collide in this social media competition where online players flirt, befriend and catfish their way toward 100,000 euros.",neutral,Neutral,Netflix
Born Beautiful,Movie,"Comedies, Dramas, International Movies","After her best friend dies, Barbs attempts to rediscover herself until love leaves her true identity â and heart â in question.",Happy,Happy,Netflix
The Last Airbender,Movie,"Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy","In a world ravaged by the Fire nation's aggression toward the peaceful Air, Water and Earth nations, a young boy holds the key to restoring peace.",neutral,Neutral,Netflix
Tiffany Haddish: She Ready! From the Hood To Hollywood!,Movie,Stand-Up Comedy,Comedic breakout Tiffany Haddish delivers a riotous stand-up ripe with the unpretentious and filthy tales of her meteoric rise to stardom.,anger,Stressed,Netflix
Mine 9,Movie,"Dramas, Independent Movies",A methane explosion leaves a group of miners trapped two miles deep into the earth with a small oxygen supply and desperate for any means of survival.,Tense,Stressed,Netflix
The Florida Project,Movie,"Dramas, Independent Movies",A mischievous 6-year-old finds the magic in her own circumstances while living with her troubled mom in a budget motel near Disney World.,joy,Happy,Netflix
Dark Light,Movie,"Horror Movies, Independent Movies, Sci-Fi & Fantasy","Implicated in her daughter's disappearance, a mother searches for answers when she returns to an old family home that may have an unwanted visitor.",disgust,Stressed,Netflix
The Killing of a Sacred Deer,Movie,"Dramas, Independent Movies, Thrillers",A surgeon's carefully curated life edges toward disaster when a troubled teenage boy with mysterious motives begins to impose himself on his family.,fear,Anxious,Netflix
Angel Has Fallen,Movie,Action & Adventure,Secret Service agent Mike Banning is caught in the crossfire when heâs framed for a deadly attack on the president and forced to run for his life.,fear,Anxious,Netflix
El Reemplazante,TV Show,"International TV Shows, Spanish-Language TV Shows, TV Dramas",A former high-ranking financial executive finds redemption and romance when he's paroled after a prison sentence and becomes a math teacher.,neutral,Neutral,Netflix
Coffee & Kareem,Movie,"Action & Adventure, Comedies",An inept Detroit cop must team up with his girlfriend's foul-mouthed young son when their first crack at bonding time uncovers a criminal conspiracy.,disgust,Stressed,Netflix
Legacies,TV Show,"TV Dramas, TV Sci-Fi & Fantasy, Teen TV Shows","Born into a rare supernatural bloodline, Hope Mikaelson attends a gifted private school to master her powers and control her innate urges for evil.",neutral,Neutral,Netflix
Money Heist: The Phenomenon,Movie,"Documentaries, International Movies","A documentary on why and how ""Money Heist"" sparked a wave of enthusiasm around the world for a lovable group of thieves and their professor.",joy,Happy,Netflix
The Death of Stalin,Movie,"Comedies, Dramas, Independent Movies",The death of Russian dictator Joseph Stalin throws the Soviet Union into comic chaos as his ambitious but addled ministers maneuver to succeed him.,Sad,Sad,Netflix
Sol Levante,Movie,"Action & Adventure, Anime Features, International Movies",A young warrior and her familiar search for the sacred place said to fulfill wishes. It's best not to anger the ancient guardians and spirits.,anger,Stressed,Netflix
Violet Evergarden: Eternity and the Auto Memory Doll,Movie,"Anime Features, International Movies, Sci-Fi & Fantasy",A lonely young woman feels trapped at her all girls' school. But metal hands and heartfelt letters warm her heart when Violet becomes her tutor.,sadness,Sad,Netflix
Agneepath,Movie,"Dramas, International Movies","A boy grows up to become a gangster in pursuit of the mobster who killed his innocent father, but revenge and reparation may come at great costs.",anger,Stressed,Netflix
Brothers,Movie,"Action & Adventure, Dramas, International Movies","After a troubled past with their alcoholic father, two estranged brothers prepare to face each other again as rivals in a street fighting tournament.",neutral,Neutral,Netflix
Chhota Bheem and the Curse of Damyaan,Movie,Children & Family Movies,An evil demon who traded his freedom for immortality lures Chhota Bheem and his friends to the city of Sonapur with tales of hidden treasure.,disgust,Stressed,Netflix
Community,TV Show,TV Comedies,"When his degree is found bogus, lawyer Jeff Winger is sent back to college, where he meets students and teachers with credentials as dubious as his.",anger,Stressed,Netflix
David Batra: Elefanten i rummet,Movie,Stand-Up Comedy,Swedish comedian David Batra gets personal as he playfully details the perks and pitfalls of being married to a recently resigned political leader.,disgust,Stressed,Netflix
Dostana,Movie,"Comedies, Dramas, International Movies","To win over a landlady who only accepts women as tenants, two men pose as a couple â but the jig may be up when they both fall for their flatmate.",neutral,Neutral,Netflix
Duniya,Movie,"Action & Adventure, Dramas, International Movies","A lawyer defends his childhood friend â and girlfriend's brother â in a murder case, unaware of his own deep connection to the attorney heâs up against.",disgust,Stressed,Netflix
Duplicate,Movie,"Comedies, Dramas, International Movies","Hilarious mix-ups and deadly encounters ensue when a convict seeks to escape authorities by assuming the identity of his doppelgÃ¤nger, a perky chef.",joy,Happy,Netflix
Friendship,Movie,"Action & Adventure, Dramas, International Movies","Best friends since childhood, a righteous cop and a lawyer who represents criminals in court become rivals when they fall for the same woman.",neutral,Neutral,Netflix
Gori Tere Pyaar Mein,Movie,"Comedies, Dramas, International Movies","Sriram is concerned only with spending money, until he meets Dia, a principled activist. Now he's determined to prove himself worthy of her affection.",neutral,Neutral,Netflix
Gumrah,Movie,"Action & Adventure, Dramas, International Movies","Jailed for drug trafficking while searching for the dad she's never met, a singer gets unlikely support from a crook whose love she has long rejected.",Happy,Happy,Netflix
Hasee Toh Phasee,Movie,"Comedies, Dramas, International Movies","Nikhil is tasked with keeping his fiancÃ©e's troublemaking sister, Meeta, from ruining his wedding. But in the process, the two become inseparable.",joy,Happy,Netflix
How to Fix a Drug Scandal,TV Show,"Crime TV Shows, Docuseries","Two drug lab chemists' shocking crimes cripple a state's judicial system and blur the lines of justice for lawyers, officials and thousands of inmates.",fear,Anxious,Netflix
Humpty Sharma Ki Dulhania,Movie,"Comedies, International Movies, Romantic Movies",A small-town girl heads to Delhi to find a designer outfit for the wedding her orthodox father has arranged for her but ends up finding love instead.,Happy,Happy,Netflix
Kaal,Movie,"Horror Movies, International Movies, Thrillers","Trapped in a national park, a tiger expert and a group of hunters turn to an enigmatic local for help when they mysteriously begin to die one by one.",fear,Anxious,Netflix
Kabhi Alvida Naa Kehna,Movie,"Dramas, International Movies, Romantic Movies","Unhappy in their respective marriages, an ex-footballer and a teacher find true love in each other, but guilt, jealousy and tragedy cloud their affair.",Happy,Happy,Netflix
Kabhi Khushi Kabhie Gham,Movie,"Dramas, International Movies","Years after his father disowns his adopted brother for marrying a woman of lower social standing, a young man goes on a mission to reunite his family.",disgust,Stressed,Netflix
Kal Ho Naa Ho,Movie,"Comedies, Dramas, International Movies",An uptight MBA student falls for the charismatic new neighbor who charms her troubled family â but he has a secret that forces him to push her away.,fear,Anxious,Netflix
Kapoor & Sons,Movie,"Comedies, Dramas, International Movies","Returning home to visit their ill grandfather, two estranged brothers must confront their unresolved rivalry while their parentsâ marriage frays.",sadness,Sad,Netflix
Kuch Kuch Hota Hai,Movie,"Comedies, Dramas, International Movies","Per her motherâs last wish, a girl sets out to reunite her father with the college best friend who loved him â only to discover the woman is engaged.",Happy,Happy,Netflix
Magnificent,Movie,"Comedies, International Movies, Romantic Movies",An industrialist's daughter is forced to marry a rich heir by her greedy grandmother as her adopted sister bonds with the charismatic wedding planner.,disgust,Stressed,Netflix
Man Like Mobeen,TV Show,"British TV Shows, International TV Shows, TV Comedies","Mobeen is trying to be a good friend, follow the faith and raise his teenage sister. Yet his past â and everyday life â complicates matters.",sadness,Sad,Netflix
Mighty Raju Rio Calling,Movie,"Children & Family Movies, Sports Movies","Mighty Raju preps for a new adventure in Rio de Janeiro, where he goes toe-to-toe with rival soccer players, faces capoeira fighters and more.",Excited,Excited,Netflix
Muqaddar ka Faisla,Movie,"Action & Adventure, Comedies, Dramas",God-fearing Pandit Krishna Kant loses everything and turns to a life of crime after his landlord tries to rape his wife and tears his family apart.,disgust,Stressed,Netflix
PokÃ©mon the Series,TV Show,"Anime Series, Kids' TV","Ash and his Pikachu travel to the Alola region with his mother and enroll in the PokÃ©mon school, where they confront the nefarious Team Skull.",neutral,Neutral,Netflix
Saint Seiya,TV Show,Anime Series,A band of young warriors in magical armor vow to defend the reincarnation of Greek goddess Athena against evil forces and to return her to the throne.,disgust,Stressed,Netflix
